item,itemLabel,startDate,endDate,sourceDate,psid
Q57324,Blaise Compaoré,1987-10-15,2014-10-31,,Q57324-ED78DDEA-8236-4BD2-BDAC-CBA6EA7625B3
Q1627285,Honoré Traoré,2014-10-31,2014-11-01,2022-08-30,Q1627285-0B0AC095-1482-4C37-B444-9090C73BE8DF
Q18402168,Yacouba Isaac Zida,2014-11-01,2014-11-18,,Q18402168-460ABB2D-C838-4AA2-A8E8-D7D4DB5C5C66
Q16105972,Michel Kafando,2014-11-18,2015-09-17,,Q16105972-CA48D136-86AB-4FF0-8A88-DC64C85B10B5
Q19628964,Chérif Sy,2015-09-17,2015-09-23,,Q19628964-1F930407-7497-41A1-A8F7-E86C51E5EC73
Q20978710,Gilbert Diendéré,2015-09-17,2015-09-23,,Q20978710-DBBDB89E-DBB6-4283-AE2D-37D86DBAC4E0
Q16105972,Michel Kafando,2015-09-23,2015-12-29,,Q16105972-4700a991-4730-4cbe-57c9-fe2c5fd5ba71
Q599988,Roch Marc Christian Kaboré,2015-12-29,2022-01-23,,Q599988-D015613B-FE09-4C41-9B05-AA700C1930CC
Q110666454,Paul-Henri Sandaogo Damiba,2022-01-24,,2022-08-30,Q110666454-21632339-917E-431B-A293-4E7D15196419
