item,itemLabel,gender,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q114703376,Jean Alphonse SOME,male,Q114698280,Ministre des mines et des carrières,2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703376-AE3B309D-A4A5-4876-9969-2DA9A5264099
Q114703377,Karamoko Jean Marie TRAORE,male,Q114702981,"Ministre délégué auprès du ministre des affaires étrangères, de la coopération régionale et des burkinabè de l' extérieur, chargé de la coopération.",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703377-2615530F-2A0D-49B6-A639-7CDF1A0CECEB
Q114703378,Lazare WIndlassida ZOUNGRANA,male,Q114703304,Ministre de la solidarité nationale et de l'action humanitaire,2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703378-9C6ECAE2-FE0B-4829-84BA-B374E5824175
Q114703379,Mahamoudou ZAMPALIGRE,male,Q114698339,"Ministre des transport, de la mobilité urbaine et de la sécurité routière",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703379-1679111C-0C98-4A19-A8EC-D65CC8F44D0F
Q114703380,Maitre Barthélémy KERE,male,Q114698148,"Ministre de la justice et des Droits humains, chargé des relations avec les institutions. Garde des Sceaux",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703380-1ECE057F-78EE-4FB5-B486-B1A6F92F4D34
Q114703381,Maminata TRAORE/ COULIBALY,female,Q114698220,"Ministre de l'environnement, de l'énergie de l'eau et de l'assainissement",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703381-331BE06D-014E-4871-980B-F55F5DE7BEA4
Q114703382,Colonel Major Omer BATIONO,male,Q114698173,"Ministre de l’Administration territoriale, de la Décentralisation et de la Sécurité",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703382-5671926C-7801-4892-B44F-51DC058794B7
Q114703383,Lucien Robert Jean Claude KARGOUGOU,male,Q112030491,Ministre de la Santé et de l'hygiène Publique,2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703383-E64ABAF7-C1F6-4331-8C5C-E28D27BD98D7
Q114703384,Séglaro Abel SOME,male,Q98846005,"Ministre de l'Economie, des finances et de la prospective",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q114703384-A4113638-94C8-4B3F-BF6D-F0663B241B0A
Q8062562,Yéro BOLY,male,Q114702987,"Ministre d’Etat, Ministre auprès du Président du Faso chargé de la Réconciliation nationale et de la Cohésion sociale",2022-03-05,,https://www.presidencedufaso.bf/composition-du-gouvernement/,2022-10-16,Q8062562-B3E39EBF-2F8D-474B-A186-54498374B160
