@@,item,itemlabel,gender,position,positionlabel,startdate,enddate,psid
---,Q110666454,Paul-Henri Sandaogo Damiba,male,Q20995488,président du Burkina Faso,2022-01-24,2022-09-30,Q110666454-21632339-917E-431B-A293-4E7D15196419
