item,itemLabel,gender,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q114703369,Bassolma BAZIE,,Q114698388,"Ministre de la Fonction Publique, du Travail et de la Protection Sociale",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703369-1468CA64-B708-460F-AD03-F9AF0DBE13BA
Q114703370,Boukary SAVADOGO,,Q114698273,"Ministre de l’Urbanisme, des Affaires Foncières et de l’Habitat",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703370-57BC8E49-DE72-4EE7-ABEF-429E63625F27
Q114703371,Brigitte Marie Suzanne COMPAORE/YONI,,Q114702976,"Ministre Délégué auprès du Ministre de l’Économie, des Finances et de la Prospective, chargé du Budget",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703371-59A8C8D7-84D5-43A0-BE1A-BC63659A72C9
Q114703372,Charles Josaphat ZOUNGRANA,,Q114698286,Ministre des Infrastructures et du Désenclavement,2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703372-630B0C6A-A78A-4FAA-B4ED-1987D7E9DBAC
Q114703373,Frédéric OUATTARA,,Q114698210,"Ministre de l’Enseignement Supérieur, de la Recherche et de l’Innovation",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703373-88FF5519-AEDE-48AC-8CE0-BFABEDCA31B6
Q114703374,Innocent KIBA,,Q114698182,"Ministre de l’Agriculture, des Ressources Animales et Halieutiques",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703374-427F52B8-A000-4425-ADF8-904A45B404EF
Q114703375,Issaka SOURWEMA,,Q114703309,Ministre des Affaires Religieuses et Coutumières,2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703375-73ACCDFD-DA94-4B12-B9E6-7FE80D17A01B
Q114703376,Jean Alphonse SOME,,Q114698280,Ministre des Mines et des Carrières,2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703376-AE3B309D-A4A5-4876-9969-2DA9A5264099
Q114703377,Karamoko Jean Marie TRAORE,,Q114702981,"Ministre Délégué auprès du Ministre des Affaires Étrangères, de la Coopération Régionale et des Burkinabé de l’Extérieur, chargé de la Coopération",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703377-2615530F-2A0D-49B6-A639-7CDF1A0CECEB
Q114703378,Lazare Windlassida ZOUNGRANA,,Q114703304,Ministre de la Solidarité Nationale et de l’Action Humanitaire,2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703378-9C6ECAE2-FE0B-4829-84BA-B374E5824175
Q114703379,Mahamoudou ZAMPALIGRE,,Q114698339,"Ministre des Transports, de la Mobilité Urbaine et de la Sécurité Routière",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703379-1679111C-0C98-4A19-A8EC-D65CC8F44D0F
Q114703380,Maitre Bathélémy KERE,,Q114698148,"Ministre de la Justice et des Droits Humains, chargé des relations avec les institutions, Garde des Sceaux",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703380-1ECE057F-78EE-4FB5-B486-B1A6F92F4D34
Q114703381,Maminata TRAORE/COULIBALY,,Q114698220,"Ministre de l’Environnement, de l’Energie, de l’Eau et de l’Assainissement",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703381-331BE06D-014E-4871-980B-F55F5DE7BEA4
Q114703382,Omer BATIONO,,Q114698173,"Ministre de l’Administration Territoriale, de la Décentralisation et de la Sécurité",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703382-5671926C-7801-4892-B44F-51DC058794B7
Q114703383,Robert Lucien Jean Claude KARGOUGOU,,Q112030491,Ministre de la Santé et de l’Hygiène Publique,2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703383-E64ABAF7-C1F6-4331-8C5C-E28D27BD98D7
Q114703384,Séglaro Abel SOME,,Q98846005,Ministre de l’Économie des Finances et de la Prospective,2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q114703384-A4113638-94C8-4B3F-BF6D-F0663B241B0A
Q8062562,Yero BOLY,male,Q114702987,"Ministre d’Etat auprès du Président du Faso, chargé de la Cohésion Sociale et de la Réconciliation Nationale",2022-03-05,,https://www.leconomistedufaso.bf/2022/03/06/nouveaux-gouvernment-i-du-premier-ministre-le-dr-albert-ouedraogo/,2022-10-16,Q8062562-B3E39EBF-2F8D-474B-A186-54498374B160
