item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q105989458,Elise Ilboudo,Q114698053,"Ministère de la Culture, des Arts et du Tourisme",2021-01-10,2021-12-10,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q105989458-B860BCAE-5707-4BE8-B2AE-8D1420EFDB61
Q106631627,Charlemagne Ouédraogo,Q112030491,Ministère de la Santé,2021-01-10,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q106631627-221ccd27-4a23-41e4-dfc2-8d51575dab2c
Q108419389,Ousséni Tamboura,Q114698027,"Ministère de la Communication et des Relations avec le Parlement, Porte-parole du Gouvernement",2021-01-14,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q108419389-4D2AB2E3-61C8-45A3-A01D-CA71E47898BB
Q108783686,Dominique Nana,Q114698321,Ministère des Sports et des Loisirs,2021-01-10,2021-12-10,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q108783686-66956BBC-77A8-40F7-8AFD-6AB791A48508
Q1103939,Clément Sawadogo,Q114698173,Ministère de l’Administration Territoriale et de la Décentralisation,2021-01-10,2021-12-08,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q1103939-E541E7C1-B57B-413C-81D0-B39683BB53C5
Q114698846,Alkassoum Maïga,Q114698210,"Ministère de l’Enseignement supérieur, de la Recherche scientifique et de l’Innovation",2021-01-10,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698846-B51374EC-9FC9-49FA-95B0-DDCF534A02BC
Q114698848,Modeste Yerbanga,Q114698306,Ministère des Ressources animales et halieutiques,2021-01-10,2021-12-10,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698848-6621384B-6D23-4408-AB07-DFCC46A2E18F
Q114698849,Ousmane Nacro,Q114698190,Ministère de l’Eau et de l’Assainissement,2021-01-10,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698849-69792AB6-D348-4D2F-9B11-CA485D54D5E3
Q114698850,Ousséni Compaoré,Q114698152,Ministère de la Sécurité,2021-01-10,2021-12-10,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698850-1238FF5C-E58E-47A6-9037-910F29827467
Q114698851,Salifo Tiemtoré,Q114698133,"Ministère de la Jeunesse, de la Promotion de l’Entrepreneuriat et de l’Emploi",2021-01-10,2021-12-10,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698851-87D35499-C1B5-40A1-A5E0-E573FCC24CE3
Q114698852,Séni Mahamadou Ouedraogo,Q114698388,"Ministère de la Fonction publique, du Travail et de la Protection sociale",2021-01-10,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698852-861BF910-E77E-4733-A3C2-657929DF4732
Q114698853,Victoria Ouédraogo,Q114698148,"Ministère de la Justice, des Droits humains et de la Promotion civique, Garde des Sceaux",2021-01-10,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q114698853-5A92DE39-8248-49E1-8969-A98D3B3237E4
Q12897461,Stanislas Ouaro,Q112709348,"Ministère de l’Education nationale, de l’Alphabétisation et de la Promotion des Langues nationales",2019-01-24,2022-01-24,https://fr.wikipedia.org/wiki/Gouvernement_Dabir%C3%A9_II,Q12897461-49A9ED2A-EDD2-49DD-9EFD-D7F48F17E0F1
