item,itemLabel,gender,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q114702953,Mathias TANKOANO,,Q114698321,"Ministre des Sports, de l'Autonomisation des Jeunes et de l'Emploi",2021-12-10,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q114702953-80C3FEBC-C6E8-49E1-AAD9-9F892982A6E9
Q114702996,Abdoulaye BAMOGO,,Q114702993,Ministre de la Prospective et des Réformes Structurelles,2021-12-10,2022-01-23,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q114702996-8034BE65-0A01-4061-AEDB-1ADFEE96663B
Q114702997,Bowendsom Claudine Valérie ROUAMBA/OUEDRAOGO,,Q114702985,"Ministre Déléguée auprès du Ministre de la Communication, des Relations avec le Parlement, de la Culture, des Arts et du Tourisme, chargée de la Culture, des Arts et du Tourisme",2021-12-10,2022-01-23,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q114702997-8B66FDA7-0801-4FF6-8FC6-5B0C56648CE3
Q114702998,Fati OUEDRAOGO/ZIZIEN,,Q114698063,"Ministre du Genre, de la Solidarité nationale, de la Famille et de L’Action humanitaire",2021-12-10,2022-01-23,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q114702998-B25CEC9A-FCD9-44E4-BB40-D8B7398A9B92
Q114702999,Martine KOUDA/PABEYAM,,Q114702976,"Ministre Déléguée auprès du Ministre de l'Économie, des Finances et du Plan, chargée du Budget",2021-12-10,2022-01-23,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q114702999-4DE0D2A8-9994-4342-A88D-92AB3B3FF3C5
Q12897461,Stanislas OUARO,male,Q112709348,"Ministre de l'Éducation nationale, de l'Alphabétisation et de la Promotion des Langues nationales",2019-01-24,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q12897461-49A9ED2A-EDD2-49DD-9EFD-D7F48F17E0F1
Q21979800,Hadizatou Rosine Sori-COULIBALY,female,Q18204360,"Ministre des Affaires étrangères, de la Coopération et des Burkinabè de l'Extérieur",2021-12-08,2022-01-23,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q21979800-f6b7e095-477a-0bae-24b4-bcab012d9baa
Q3576507,Zéphirin DIABRE,male,Q114702987,"Ministre d'État, Ministre auprès du Président du Faso, chargé de la Réconciliation nationale et de la Cohésion sociale",2021-12-10,2022-01-23,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q3576507-14C30497-5539-499B-8298-1C0DF7E63309
Q39027266,Hadja Fatimata OUATTARA/SANON,female,Q113623389,"Ministre de la Transition digitale, des Postes et des Communications Électroniques",2017-02-23,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q39027266-BD621A7E-3E32-4CE5-88CE-27CF7876722F
Q51210626,Bachir Ismaël OUEDRAOGO,male,Q114698280,"Ministre de la Transition Énergétique, des Mines et des Carrières",2018-01-31,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q51210626-C1918717-2B1D-4656-90FD-2F8110F36405
Q599988,Roch Marc Christian Kaboré,male,Q20995488,président du Burkina Faso,2015-12-29,2022-01-23,,,Q599988-D015613B-FE09-4C41-9B05-AA700C1930CC
Q722327,Bénéwendé Stanislas SANKARA,male,Q114698273,"Ministre du Développement Urbain, de l'Habitat et de la Ville",2021-01-10,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q722327-1C41CD32-680B-418E-9B78-DD2227CF0302
Q89000319,Vincent Timbindi DABILGOU,male,Q114698339,"Ministre des Transports, de la Mobilité urbaine et de la Sécurité routière",2021-01-10,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q89000319-0FD5E430-8CBB-4AE3-918E-BB9F9D9F0F8E
Q98846914,Lassané KABORE,male,Q98846005,"Ministre de l'Économie, des Finances et du Plan",2019-01-24,2022-01-24,https://bf1.tv/post/bukina-faso-voici-la-liste-du-gouvernement-du-nouveau-premier-ministre-lassina-zerbo_597,2022-10-16,Q98846914-b005633c-4eaa-c1c4-261f-d57b839ee879
